MONETARY ASSETS/LIABILITIES,NET FOREIGN ASSETS,Central Bank,Commercial & Merchant Banks,Non-Interest Banks,Primary Mortgage Banks,Micro-Finance Banks,Claims on nonresidents,Liabilities to nonresidents,NET DOMESTIC ASSETS,DOMESTIC CLAIMS,NET CLAIMS ON GOVERNMENT,Central Bank,Commercial & Merchant Banks,Non-Interest Banks,Primary Mortgage Banks,Micro-Finance Banks,Claims on central government,Liabilities to central government,CLAIMS ON OTHER SECTORS,Central Bank,Commercial & Merchant Banks,Non-Interest Banks,Primary Mortgage Banks,Micro-Finance Banks,Claims on other financial corporations/1,Central Bank, Of which: AMCON Bond ,Commercial & Merchant Banks,Non-Interest Banks,Primary Mortgage Banks,Micro-Finance Banks,Claims on state and local government,Central Bank,Commercial & Merchant Banks,Non-Interest Banks,Primary Mortgage Banks,Micro-Finance Banks,Claims on public nonfinancial corporations,Central Bank,Commercial & Merchant Banks,Non-Interest Banks,Primary Mortgage Banks,Micro-Finance Banks,Claims on private sector,Central Bank,Commercial & Merchant Banks,Non-Interest Banks,Primary Mortgage Banks,Micro-Finance Banks,BROAD MONEY LIABILITIES,Currency outside depository corporations,   Currency  in  Circulation,   Vault  cash: Commercial & Merchant Banks,   Vault cash:  Non-Interest Banks,   Vault cash:  Primary Mortgage Banks,   Vault cash:  Micro-Finance Banks,Transferable deposits,Central Bank,Commercial & Merchant Banks,Non-Interest Banks,Primary Mortgage Banks,Micro-Finance Banks,Other deposits,Central Bank,Of Which: Foreign Currency Deposit ,Commercial & Merchant Banks,Of Which: Foreign Currency Deposit ,Non-Interest Banks,Of Which: Foreign Currency Deposit ,Primary Mortgage Banks,Of Which: Foreign Currency Deposit ,Micro-Finance Banks,Of Which: Foreign Currency Deposit ,Securities other than shares,Central Bank,Commercial & Merchant Banks,Non-Interest Banks,Primary Mortgage Banks,Micro-Finance Banks,DEPOSITS EXCLUDED FROM BROAD MONEY,SECURITIES OTHER THAN SHARES EXCLUDED FROM BROAD MONEY,LOANS,FINANCIAL DERIVATIVES,INSURANCE TECHNICAL RESERVES,SHARES AND OTHER EQUITY,OTHER ITEMS (NET)
Feb-13,9532818.71,,,,,,9884651.13,-351832.42,7924492.69,13233627.59,-524002.68,,,,,,4609089.85,-5133092.54,13757630.28,,,,,,5373572.43,,3596356.04,,,,,649633.72,,,,,,36710.56,,,,,,7697713.56,,,,,,17457311.40,1164313.40,,,,,,5975594.11,,,,,,8541226.99,,,,,,,,,,,1776176.90,,,,,,715373.55,389156.36,0.00,0.00,0.00,2697798.76,1506806.22
Mar-13,9368368.14,,,,,,10185828.98,-817460.84,8358423.53,13345839.21,-580874.10,,,,,,4156916.19,-4737790.29,13926713.31,,,,,,5326392.37,,3596356.04,,,,,661772.43,,,,,,36731.00,,,,,,7901817.51,,,,,,17726791.67,1243092.90,,,,,,6104122.88,,,,,,8591747.74,,,,,,,,,,,1787828.15,,,,,,671206.27,389551.89,0.00,0.00,0.00,3098534.75,828122.76
Apr-13,9234843.05,,,,,,9550170.02,-315326.97,8961606.49,13866736.12,-294036.47,,,,,,4304706.53,-4598743.00,14160772.59,,,,,,5465212.86,,3596356.04,,,,,690871.29,,,,,,35548.46,,,,,,7969139.98,,,,,,18196449.54,1185734.85,,,,,,6148621.63,,,,,,8694762.17,,,,,,,,,,,2167330.90,,,,,,424752.99,392730.94,0.00,0.00,0.00,2996702.55,1090943.16
May-13,9191627.88,,,,,,9732941.11,-541313.23,9101954.76,14177962.04,-29944.44,,,,,,4273551.25,-4303495.69,14207906.48,,,,,,5381209.51,,3596356.04,,,,,652143.05,,,,,,35949.82,,,,,,8138604.10,,,,,,18293582.63,1161415.14,,,,,,6189374.45,,,,,,8554586.87,,,,,,,,,,,2388206.17,,,,,,654136.44,474194.59,0.00,0.00,0.00,2947768.04,999908.22
Jun-13,8937814.83,,,,,,9336576.93,-398762.10,10192592.09,15174993.10,779373.73,,,,,,5205000.63,-4425626.90,14395619.37,,,,,,5389081.34,,3596356.04,,,,,660341.02,,,,,,36812.77,,,,,,8309384.24,,,,,,19130406.93,1128801.92,,,,,,6247928.12,,,,,,8507815.77,,,,,,,,,,,3245861.12,,,,,,928207.44,449946.99,0.00,0.00,0.00,2991762.62,612483.95
Jul-13,8654244.00,,,,,,9053393.81,-399149.82,10692140.24,15404790.64,1068346.94,,,,,,5192518.10,-4124171.16,14336443.71,,,,,,5205176.99,,3596356.04,,,,,723398.10,,,,,,37151.68,,,,,,8370716.94,,,,,,19346384.23,1142176.04,,,,,,6040592.46,,,,,,8890132.26,,,,,,,,,,,3273483.47,,,,,,584474.82,471535.73,0.00,0.00,0.00,3063007.49,593632.36
Aug-13,8623098.05,,,,,,9033064.47,-409966.43,10612563.88,15267705.62,619541.77,,,,,,4852496.06,-4232954.28,14648163.84,,,,,,5170535.22,,3624738.23,,,,,724922.23,,,,,,39955.64,,,,,,8712750.76,,,,,,19235661.93,1153634.00,,,,,,5885862.27,,,,,,9259265.51,,,,,,,,,,,2936900.14,,,,,,580375.70,521696.10,0.00,0.00,0.00,3067320.48,485749.46
Sep-13,8549975.67,,,,,,8951167.49,-401191.82,10429571.99,15403922.18,429305.81,,,,,,4793747.23,-4364441.42,14974616.37,,,,,,5293573.07,,3790245.64,,,,,704921.48,,,,,,53742.53,,,,,,8922379.29,,,,,,18979547.66,1169193.23,,,,,,5984154.57,,,,,,8997767.95,,,,,,,,,,,2828431.90,,,,,,567218.38,521683.97,0.00,0.00,0.00,3163465.36,721982.48
Oct-13,8533002.85,,,,,,9011614.97,-478612.13,10818490.10,16001342.37,1029933.54,,,,,,5109423.18,-4079489.64,14971408.82,,,,,,5310476.61,,3790245.64,,,,,707413.34,,,,,,62656.67,,,,,,8890862.21,,,,,,19351492.95,1250185.84,,,,,,5928512.72,,,,,,9042395.23,,,,,,,,,,,3130399.15,,,,,,645874.28,490698.41,0.00,0.00,0.00,3152789.67,893489.92
Nov-13,8287398.15,,,,,,8829028.94,-541630.79,11452335.43,16570096.36,1401713.58,,,,,,5140192.34,-3738478.76,15168382.78,,,,,,5323746.46,,3790245.64,,,,,731202.60,,,,,,55234.83,,,,,,9058198.89,,,,,,19739733.59,1299190.09,,,,,,5843995.36,,,,,,9314106.49,,,,,,,,,,,3282441.65,,,,,,599296.60,547421.12,0.00,0.00,0.00,3184281.07,786762.14
Dec-13,8262175.88,,,,,,8796708.62,-534532.74,12353276.46,17140533.98,1860777.38,,,,,,5282684.75,-3421907.38,15279756.61,,,,,,5112650.61,,3818844.88,,,,,778126.93,,,,,,45925.72,,,,,,9343053.34,,,,,,20615452.34,1447607.98,,,,,,6256304.61,,,,,,9603452.84,,,,,,,,,,,3308086.92,,,,,,537924.02,550677.32,0.00,0.00,0.00,3512695.78,185960.40
Jan-14,7015630.45,,,,,,8556445.55,-1540815.10,13293974.18,18412876.96,2811860.69,,,,,,6069372.33,-3257511.65,15601016.27,,,,,,5298332.54,,3818844.88,,,,,790235.07,,,,,,44073.04,,,,,,9468375.63,,,,,,20309604.63,1333775.82,,,,,,6101345.63,,,,,,9797035.82,,,,,,,,,,,3077447.36,,,,,,239314.44,792261.41,0.00,0.00,0.00,3215186.34,872140.60
Feb-14,6335573.70,,,,,,8281535.31,-1945961.61,13496639.63,18252838.00,2424229.42,,,,,,5668082.41,-3243852.99,15828608.58,,,,,,5291140.52,,3818844.88,,,,,747532.36,,,,,,44384.20,,,,,,9745551.50,,,,,,19832213.33,1259019.85,,,,,,6386723.14,,,,,,9539165.88,,,,,,,,,,,2647304.47,,,,,,258449.50,532784.95,0.00,0.00,0.00,3255493.62,709470.30
Mar-14,6359694.37,,,,,,7960801.40,-1601107.03,13758278.54,18704082.95,2669909.61,,,,,,5783329.03,-3113419.42,16034173.34,,,,,,5278323.93,,3818844.88,,,,,755726.51,,,,,,41497.24,,,,,,9958625.66,,,,,,20117972.91,1227453.34,,,,,,6576046.75,,,,,,9764777.75,,,,,,,,,,,2549695.07,,,,,,185731.14,550866.54,0.00,0.00,0.00,3429887.91,779318.83
Apr-14,6481725.92,,,,,,8157248.60,-1675522.67,13840628.29,18410611.91,2210506.19,,,,,,5713323.07,-3502816.87,16200105.72,,,,,,5286478.96,,3818844.88,,,,,757162.56,,,,,,37267.25,,,,,,10119196.96,,,,,,20322354.21,1228843.32,,,,,,6793403.76,,,,,,9904457.97,,,,,,,,,,,2395649.16,,,,,,151562.34,584429.86,0.00,0.00,0.00,3334646.13,499345.29
May-14,6469211.96,,,,,,8335429.68,-1866217.72,13061621.99,17978726.06,1822300.83,,,,,,5506844.98,-3684544.15,16156425.22,,,,,,5290845.38,,4024839.44,,,,,758166.42,,,,,,35992.55,,,,,,10071420.86,,,,,,19530833.95,1205832.50,,,,,,5970765.39,,,,,,10054695.60,,,,,,,,,,,2299540.46,,,,,,232535.07,851183.49,0.00,0.00,0.00,3346340.17,487045.34
Jun-14,7446595.87,,,,,,8606598.78,-1160002.90,12746272.13,17307765.99,931560.33,,,,,,4635960.53,-3704400.20,16376205.66,,,,,,5298464.71,,4024839.44,,,,,731041.16,,,,,,38219.05,,,,,,10308480.75,,,,,,20192868.01,1163182.64,,,,,,6176696.51,,,,,,10117745.30,,,,,,,,,,,2735243.55,,,,,,199082.24,675306.10,0.00,0.00,0.00,3348771.90,338333.61
Jul-14,7786198.75,,,,,,8644562.78,-858364.03,13050702.15,17854622.65,1216754.45,,,,,,4786874.14,-3570119.69,16637868.20,,,,,,5301649.66,,4024839.44,,,,,738348.27,,,,,,40001.72,,,,,,10557868.54,,,,,,20836900.90,1237636.32,,,,,,6176863.25,,,,,,10567911.33,,,,,,,,,,,2854490.01,,,,,,205102.27,798954.02,0.00,0.00,0.00,3332870.83,466993.38
Aug-14,7404053.42,,,,,,8143800.76,-739747.35,13354799.87,18124096.49,1339662.32,,,,,,4680453.86,-3340791.54,16784434.17,,,,,,5329887.00,,4024839.44,,,,,733023.12,,,,,,37782.08,,,,,,10683741.98,,,,,,20758853.29,1215361.35,,,,,,6149679.72,,,,,,10553830.91,,,,,,,,,,,2839981.30,,,,,,177942.93,835332.78,0.00,0.00,0.00,3364052.55,391968.35
Sep-14,7371064.95,,,,,,8238453.71,-867388.76,13965466.63,18689517.01,1595158.68,,,,,,4655167.94,-3060009.26,17094358.33,,,,,,5352458.40,,4025680.78,,,,,723750.22,,,,,,35987.86,,,,,,10982161.85,,,,,,21336531.57,1243601.88,,,,,,6217065.23,,,,,,11070950.94,,,,,,,,,,,2804913.53,,,,,,171430.07,883361.85,0.00,0.00,0.00,3355975.78,313282.68
Oct-14,6603766.01,,,,,,7670887.10,-1067121.09,13950615.08,18853633.51,1015021.07,,,,,,4420773.57,-3405752.51,17838612.44,,,,,,5614908.63,,4044525.65,,,,,761530.85,,,,,,37729.84,,,,,,11424443.12,,,,,,20554381.10,1186202.57,,,,,,6046206.56,,,,,,10914225.06,,,,,,,,,,,2407746.91,,,,,,172858.95,849458.20,0.00,0.00,0.00,3378643.97,502057.30
Nov-14,6783324.34,,,,,,8003745.95,-1220421.61,13959754.71,19006985.22,746541.95,,,,,,4425938.49,-3679396.54,18260443.27,,,,,,5570544.53,,4044525.65,,,,,722820.17,,,,,,37323.80,,,,,,11929754.77,,,,,,20743079.05,1233193.07,,,,,,6136504.43,,,,,,11071874.37,,,,,,,,,,,2301507.18,,,,,,193992.10,865643.44,0.00,0.00,0.00,3670259.80,317335.16
Dec-14,6744385.35,,,,,,8003658.62,-1259273.28,13707345.86,18798434.10,574649.33,,,,,,4341780.60,-3767131.27,18223784.77,,,,,,5468426.72,,4028000.00,,,,,731794.86,,,,,,38043.50,,,,,,11985519.70,,,,,,20451731.21,1368003.67,,,,,,5834677.65,,,,,,11451590.15,,,,,,,,,,,1797459.73,,,,,,138240.35,1077518.43,0.00,0.00,0.00,3899035.45,-23705.99
Jan-15,6007559.24,,,,,,7315394.33,-1307835.09,14831052.39,19705431.80,1319796.01,,,,,,4607111.93,-3287315.92,18385635.79,,,,,,5533829.50,,4028000.00,,,,,704601.59,,,,,,37991.53,,,,,,12109213.18,,,,,,20838611.63,1321368.40,,,,,,6112919.26,,,,,,11230008.99,,,,,,,,,,,2174314.98,,,,,,135537.52,1040469.48,0.00,0.00,0.00,3467743.95,230628.47
Feb-15,6365781.89,,,,,,8148695.96,-1782914.07,14009929.34,20043377.69,987603.42,,,,,,4432617.18,-3445013.76,19055774.27,,,,,,5494589.88,,4028000.00,,,,,708471.30,,,,,,49731.30,,,,,,12802981.78,,,,,,20375711.24,1234751.62,,,,,,5780174.64,,,,,,11339062.87,,,,,,,,,,,2021722.10,,,,,,151275.86,1133235.21,0.00,0.00,0.00,4375948.94,372988.33
Mar-15,6225849.66,,,,,,8016411.82,-1790562.16,14869368.60,20074180.23,1468840.10,,,,,,5302894.50,-3834054.40,18605340.14,,,,,,5343889.28,,4028000.00,,,,,543222.97,,,,,,54951.59,,,,,,12663276.30,,,,,,21095218.26,1472396.95,,,,,,5621419.40,,,,,,11504602.28,,,,,,,,,,,2496799.63,,,,,,115925.47,78644.86,799792.84,0.00,0.00,4492735.57,-282287.11
Apr-15,6308296.26,,,,,,7927030.17,-1618733.92,14949945.96,20639076.51,1943323.47,,,,,,5375790.57,-3432467.10,18695753.04,,,,,,5302865.78,,4028000.00,,,,,533324.70,,,,,,50543.59,,,,,,12809018.96,,,,,,21258242.22,1312818.16,,,,,,5606025.78,,,,,,11902689.56,,,,,,,,,,,2436708.72,,,,,,194583.69,78617.40,788999.78,0.00,0.00,4525388.85,101540.83
May-15,5741900.64,,,,,,7516142.14,-1774241.50,15729990.11,20916495.51,2156862.95,,,,,,5418701.69,-3261838.74,18759632.56,,,,,,5294016.74,,4028000.00,,,,,482234.38,,,,,,50788.41,,,,,,12932593.04,,,,,,21471890.75,1316328.38,,,,,,5566352.58,,,,,,12013039.87,,,,,,,,,,,2576169.92,,,,,,187268.45,1006694.73,0.00,0.00,0.00,4221931.57,-229389.34
Jun-15,5400500.93,,,,,,8981426.24,-3580925.31,15726550.35,21264838.06,2370722.71,,,,,,5533138.32,-3162415.61,18894115.35,,,,,,5450381.37,,4147846.79,,,,,471430.12,,,,,,67684.22,,,,,,12904619.63,,,,,,21127051.28,1185255.55,,,,,,5459362.28,,,,,,11613199.06,,,,,,,,,,,2869234.38,,,,,,171979.95,78617.40,782457.98,0.00,0.00,4606474.26,-101241.89
Jul-15,5139211.69,,,,,,7090099.23,-1950887.54,16085666.31,21379686.18,2705977.00,,,,,,5816765.27,-3110788.27,18673709.18,,,,,,5436550.06,,4147846.79,,,,,500523.22,,,,,,51196.51,,,,,,12685439.39,,,,,,21224878.00,1185806.16,,,,,,5416858.41,,,,,,11524296.74,,,,,,,,,,,3097916.69,,,,,,173407.35,79122.35,751986.51,0.00,0.00,4542086.65,-252583.00
Aug-15,4950304.33,,,,,,7086660.72,-2136356.39,16021859.86,21023326.11,2374753.49,,,,,,5763787.45,-3389033.96,18648572.62,,,,,,5484934.85,,4188899.29,,,,,415028.65,,,,,,65761.53,,,,,,12682847.59,,,,,,20972164.20,1148460.87,,,,,,5709934.99,,,,,,11166256.68,,,,,,,,,,,2947511.65,,,,,,145505.11,79122.35,782429.90,0.00,0.00,4647052.89,-652644.00
Sep-15,4547549.70,,,,,,6644567.56,-2097017.86,16573125.33,21454372.30,2862143.44,,,,,,6072150.41,-3210006.97,18592228.86,,,,,,5461386.56,,4188899.29,,,,,396980.46,,,,,,114724.25,,,,,,12619137.58,,,,,,21120675.03,1220745.70,,,,,,6038214.91,,,,,,11245890.04,,,,,,,,,,,2615824.38,,,,,,129148.56,79122.35,800977.62,0.00,0.00,4624660.70,-752662.26
Oct-15,4093262.28,,,,,,6243738.75,-2150476.48,16021260.44,21279541.41,2738255.74,,,,,,6105047.28,-3366791.54,18541285.68,,,,,,5462995.66,,4188899.29,,,,,443182.93,,,,,,135127.21,,,,,,12499979.87,,,,,,20114522.72,1203762.14,,,,,,5618209.25,,,,,,11252888.14,,,,,,,,,,,2039663.20,,,,,,116117.50,79122.35,802498.39,0.00,0.00,4657061.19,-396518.45
Nov-15,4776829.44,,,,,,6531428.83,-1754599.39,14962245.09,20083525.60,1486031.38,,,,,,6506548.53,-5020517.15,18597494.22,,,,,,5452756.08,,4188899.29,,,,,501959.16,,,,,,134175.15,,,,,,12508603.83,,,,,,19739074.54,1262533.44,,,,,,5699893.18,,,,,,11060324.89,,,,,,,,,,,1716323.03,,,,,,112960.29,79122.35,760015.78,0.00,0.00,4677332.86,-508150.77
Dec-15,5324533.30,,,,,,6960513.94,-1635980.64,15963705.75,21330766.17,2519241.72,,,,,,7332487.84,-4813246.12,18811524.45,,,,,,5394748.54,,4136570.69,,,,,583817.73,,,,,,384962.44,,,,,,12447995.74,,,,,,21288239.05,1458043.86,,,,,,6377169.16,,,,,,11763915.15,,,,,,,,,,,1689110.87,,,,,,180652.32,170061.53,725142.90,0.00,0.00,4570017.96,-278814.28
Jan-16,5030801.90,,,,,,6803675.16,-1772873.26,16276408.26,21998226.24,3046282.36,,,,,,7678208.12,-4631925.76,18951943.88,,,,,,5393209.61,,4136570.69,,,,,613796.78,,,,,,450203.53,,,,,,12494733.96,,,,,,21307210.16,1379726.27,,,,,,6266910.61,,,,,,11787143.48,,,,,,,,,,,1873429.81,,,,,,164873.08,172469.52,744991.45,0.00,0.00,4159100.90,480383.03
Feb-16,5170299.78,,,,,,6896007.35,-1725707.56,16847096.95,22095655.21,3145036.43,,,,,,7499976.02,-4354939.59,18950618.78,,,,,,5401077.36,,4130696.09,,,,,686243.69,,,,,,356760.46,,,,,,12506537.27,,,,,,22017396.73,1379351.19,,,,,,7017270.57,,,,,,11819518.44,,,,,,,,,,,1801256.53,,,,,,156925.00,172469.52,791355.79,0.00,0.00,4152267.10,-24459.14
Mar-16,4983490.92,,,,,,6965265.92,-1981775.00,17033888.17,22482764.64,3520358.62,,,,,,7747367.17,-4227008.54,18962406.02,,,,,,5382578.28,,4129820.69,,,,,667948.11,,,,,,481069.86,,,,,,12430809.77,,,,,,22017379.09,1443323.73,,,,,,6895565.36,,,,,,11739248.34,,,,,,,,,,,1939241.66,,,,,,153343.23,172469.52,776331.53,0.00,0.00,4368699.72,-21967.53
Apr-16,4542316.17,,,,,,6908731.51,-2366415.33,18081829.77,23387104.07,4445512.11,,,,,,8322492.36,-3876980.24,18941591.96,,,,,,5396261.29,,4129820.69,,,,,688874.72,,,,,,327348.33,,,,,,12529107.61,,,,,,22624145.95,1446065.98,,,,,,7114269.71,,,,,,11989527.54,,,,,,,,,,,2074282.72,,,,,,152445.07,177440.28,773309.98,0.00,0.00,4363032.03,-160953.06
May-16,4605133.59,,,,,,6641196.92,-2036063.33,17880012.08,22945442.47,3904199.31,,,,,,7894560.10,-3990360.79,19041243.17,,,,,,5446078.38,,4129820.69,,,,,728334.10,,,,,,324239.71,,,,,,12542590.97,,,,,,22485145.67,1395534.10,,,,,,7384043.87,,,,,,11691528.58,,,,,,,,,,,2014039.12,,,,,,196277.39,177440.28,760064.72,0.00,0.00,4285260.70,-353612.70
Jun-16,6134287.09,,,,,,9854901.85,-3720614.76,17199575.65,24417499.40,3002451.89,,,,,,7933278.76,-4930826.87,21415047.52,,,,,,5485108.18,,4129820.69,,,,,728272.92,,,,,,399578.49,,,,,,14802087.93,,,,,,23333862.74,1380977.98,,,,,,6814242.41,,,,,,13200733.70,,,,,,,,,,,1937908.65,,,,,,199612.89,177440.28,992474.59,0.00,0.00,6051964.60,-203568.61
Jul-16,7167917.14,,,,,,11105962.23,-3938045.09,17121482.99,25250836.65,2822820.35,,,,,,8180936.07,-5358115.72,22428016.30,,,,,,5607698.99,,4129820.69,,,,,764722.26,,,,,,442215.17,,,,,,15613379.88,,,,,,24289400.13,1376032.70,,,,,,6919376.52,,,,,,13907931.17,,,,,,,,,,,2086059.74,,,,,,135480.03,177440.28,1082771.04,0.00,0.00,6298584.65,435077.67
Aug-16,6506596.08,,,,,,9823081.49,-3316485.41,19164175.88,26563756.43,3905593.85,,,,,,8429732.12,-4524138.27,22658162.57,,,,,,5920469.83,,4129820.69,,,,,885948.42,,,,,,732526.28,,,,,,15119218.04,,,,,,25670771.96,1370891.73,,,,,,7403120.80,,,,,,13197368.37,,,,,,,,,,,3699391.07,,,,,,108631.03,177440.28,1040390.92,0.00,0.00,5943695.85,129422.48
Sep-16,6874516.70,,,,,,9874622.80,-3000106.10,19096530.10,26537388.95,3859414.84,,,,,,8657401.97,-4797987.13,22677974.11,,,,,,6041741.76,,4129820.69,,,,,832037.91,,,,,,750990.72,,,,,,15053203.72,,,,,,25971046.80,1479814.72,,,,,,7381413.72,,,,,,13119825.62,,,,,,,,,,,3989992.74,,,,,,93323.44,177440.28,1034993.49,0.00,0.00,5628461.26,506640.38
Oct-16,6775727.04,,,,,,9618720.60,-2842993.56,19656326.44,27011190.77,4079728.37,,,,,,8950717.62,-4870989.25,22931462.40,,,,,,6141998.21,,4129820.69,,,,,870571.26,,,,,,787106.04,,,,,,15131786.89,,,,,,26432053.48,1524183.86,,,,,,7488650.17,,,,,,13190351.99,,,,,,,,,,,4228867.45,,,,,,79917.01,177440.28,1031160.86,0.00,0.00,5368034.71,698311.48
Nov-16,7182013.23,,,,,,9894247.03,-2712233.81,19693723.13,26775772.19,3757646.42,,,,,,8745844.90,-4988198.48,23018125.77,,,,,,6183793.16,,4129820.69,,,,,922388.87,,,,,,805139.77,,,,,,15106803.96,,,,,,26875736.35,1589761.75,,,,,,7715482.73,,,,,,12882441.21,,,,,,,,,,,4688050.66,,,,,,71968.77,177440.28,1018703.60,0.00,0.00,5206025.23,607911.18
Dec-16,7852145.57,,,,,,10247781.57,-2395636.01,20231761.04,26829891.61,4503565.38,,,,,,9821987.59,-5318422.22,22326326.24,,,,,,5691575.68,,3888712.62,,,,,988481.72,,,,,,662011.92,,,,,,14984256.92,,,,,,28083906.61,1822942.66,,,,,,7316086.53,,,,,,14034230.22,,,,,,,,,,,4910647.19,,,,,,71069.03,147071.03,1020775.21,0.00,0.00,4650958.80,708256.50
Jan-17,8131569.23,,,,,,11132509.78,-3000940.55,20054227.57,26731318.56,4376865.73,,,,,,9606752.00,-5229886.27,22354452.83,,,,,,5724267.40,,3888712.62,,,,,1036057.78,,,,,,664963.36,,,,,,14929164.29,,,,,,28185796.80,1633534.33,,,,,,7310805.83,,,,,,13858917.02,,,,,,,,,,,5382539.63,,,,,,90988.13,147071.03,1115220.70,0.00,0.00,4541784.71,782026.42
Feb-17,7029371.16,,,,,,10115262.61,-3085891.45,20485509.98,27098747.67,4716179.93,,,,,,10127484.65,-5411304.73,22382567.74,,,,,,5467327.77,,3888712.62,,,,,1033791.57,,,,,,834187.30,,,,,,15047261.10,,,,,,27514881.15,1614655.74,,,,,,7198760.89,,,,,,13187986.15,,,,,,,,,,,5513478.37,,,,,,72035.22,147071.03,1034543.19,0.00,0.00,4417955.41,941632.84
Mar-17,6770733.93,,,,,,10711696.10,-3940962.16,20937366.01,27790126.85,5039577.68,,,,,,10611868.27,-5572290.59,22750549.17,,,,,,5491063.87,,4078501.93,,,,,1088331.28,,,,,,917463.71,,,,,,15253690.31,,,,,,27708099.95,1663859.01,,,,,,7159193.28,,,,,,13218274.81,,,,,,,,,,,5666772.85,,,,,,172860.38,139670.95,1055166.17,0.00,0.00,4673428.37,811634.96
Apr-17,6285770.69,,,,,,10890036.50,-4604265.81,20945807.53,27679733.05,5171079.93,,,,,,10992699.17,-5821619.25,22508653.12,,,,,,5474256.80,,4078501.93,,,,,1107410.67,,,,,,965473.78,,,,,,14961511.87,,,,,,27231578.22,1609458.73,,,,,,7208323.66,,,,,,12564931.90,,,,,,,,,,,5848863.94,,,,,,74469.52,147071.03,1033928.93,0.00,0.00,4723451.13,755004.90
May-17,7360565.00,,,,,,11171856.14,-3811291.14,20293912.72,26795432.11,4451285.85,,,,,,9888816.05,-5437530.20,22344146.25,,,,,,5483045.45,,4078501.93,,,,,1191127.99,,,,,,738901.99,,,,,,14931070.83,,,,,,27654477.72,1523389.84,,,,,,7644275.66,,,,,,12495299.49,,,,,,,,,,,5991512.73,,,,,,152225.91,147071.03,1093022.13,0.00,0.00,4687814.76,421385.55
Jun-17,7131122.50,,,,,,11151592.79,-4020470.29,20614977.28,27164762.86,4807962.00,,,,,,10182223.52,-5374261.52,22356800.86,,,,,,5560840.56,,4078501.93,,,,,1179304.52,,,,,,653955.37,,,,,,14962700.42,,,,,,27746099.78,1479876.80,,,,,,7187379.41,,,,,,12740361.05,,,,,,,,,,,6338482.51,,,,,,35112.22,147071.03,1240201.46,0.00,0.00,3963327.67,1164073.20
Jul-17,7651141.16,,,,,,11843468.01,-4192326.85,21545739.63,28024484.62,5429405.29,,,,,,10737509.28,-5308103.99,22595079.33,,,,,,5558629.38,,4078501.93,,,,,1210107.01,,,,,,689751.37,,,,,,15136591.56,,,,,,29196880.79,1444887.97,,,,,,7667812.03,,,,,,12793503.23,,,,,,,,,,,7290677.56,,,,,,30756.81,147071.03,1250187.63,0.00,0.00,3797855.49,1252874.03
Aug-17,8202381.69,,,,,,12274993.46,-4072611.77,20941251.82,27057098.34,4349534.68,,,,,,10497239.38,-6147704.69,22707563.66,,,,,,5976779.68,,4078501.93,,,,,1236278.81,,,,,,693042.66,,,,,,14801462.51,,,,,,29143633.51,1525703.61,,,,,,7160510.67,,,,,,12814956.20,,,,,,,,,,,7642463.03,,,,,,22872.09,147071.03,1272523.18,0.00,0.00,3731867.73,941512.48
Sep-17,8371369.75,,,,,,13056977.91,-4685608.16,21057231.83,27308713.86,4808233.47,,,,,,10679880.77,-5871647.30,22500480.40,,,,,,6052706.24,,4078501.93,,,,,1248274.53,,,,,,400366.97,,,,,,14799132.65,,,,,,29428601.58,1438304.59,,,,,,7014152.12,,,,,,13084887.54,,,,,,,,,,,7891257.34,,,,,,18455.88,147071.03,1269664.49,0.00,0.00,3599374.75,1216915.87
Oct-17,10372397.47,,,,,,15233367.65,-4860970.18,20147724.37,27488729.37,5040643.63,,,,,,10863935.19,-5823291.56,22448085.74,,,,,,6081080.16,,4078501.93,,,,,1242799.92,,,,,,404434.93,,,,,,14719770.73,,,,,,30520121.85,1463773.54,,,,,,7124456.24,,,,,,13542179.39,,,,,,,,,,,8389712.68,,,,,,21142.71,147071.03,1307335.37,0.00,0.00,3851901.02,2013554.86
Nov-17,11248803.77,,,,,,14586431.18,-3337627.41,19200984.85,26604534.79,4285935.38,,,,,,10500810.89,-6214875.51,22318599.41,,,,,,6090938.93,,4078501.93,,,,,1594917.71,,,,,,177388.38,,,,,,14455354.38,,,,,,30449788.62,1553533.07,,,,,,7129474.92,,,,,,13734083.40,,,,,,,,,,,8032697.23,,,,,,84500.92,147071.03,1290594.78,0.00,0.00,4084825.57,1796557.64
Dec-17,10977373.74,,,,,,17057476.95,-6080103.21,17496289.50,25956121.04,3712927.50,,,,,,9734046.64,-6021119.14,22243193.53,,,,,,5802757.36,,4087143.40,,,,,1494810.77,,,,,,178739.55,,,,,,14766885.85,,,,,,28473663.24,1782664.58,,,,,,7697358.11,,,,,,14464637.84,,,,,,,,,,,4529002.72,,,,,,173620.66,190349.13,1333497.65,0.00,0.00,3977447.96,2784916.12
Jan-18,10587232.12,,,,,,17662970.02,-7075737.89,17150247.81,25694225.28,3716920.46,,,,,,9596758.89,-5879838.43,21977304.82,,,,,,5735858.23,,4005381.94,,,,,1563702.20,,,,,,182015.20,,,,,,14495729.19,,,,,,27737479.93,1587947.98,,,,,,7762444.68,,,,,,14142299.97,,,,,,,,,,,4244787.29,,,,,,938095.43,1366272.41,139622.55,0.00,0.00,3556621.71,2543365.38
